task,x,f,y
0,0.25135019341230314,-0.836854538209527,-0.8221697170484158
0,0.4628923211730681,-1.082573630452591,-0.9854618612394674
0,0.8471866720601178,-1.5082642639934716,-1.4953369161384147
0,0.6780235943470242,-1.2893671159147786,-1.3548488243373495
0,0.36786229343862786,-0.9707926610100671,-0.8003232078996053
0,0.13798300932991858,-0.722500703994009,-0.7608870519769586
0,0.4028094476041054,-1.013373603530095,-0.9607373421162305
0,0.9312970923624136,-1.7060402266306567,-1.7483659670315486
0,0.6731627853182345,-1.2844162291043797,-1.2787168892495064
0,0.41922981537211956,-1.034360241748051,-1.1857863178710453
0,0.56866661206277,-1.1764576475545119,-1.3079189467155135
0,0.04171068434173819,-0.6227963025920648,-0.747427047152492
0,0.9956341275493791,-1.9235472489579233,-2.0593514198340044
0,0.6190042191163182,-1.2245431905960553,-1.21907191621512
0,0.7794661237762386,-1.4143976901294584,-1.52434624211983
0,0.9313386353483447,-1.706171702319566,-1.9523085610944042
0,0.3416185604633858,-0.9405352437808322,-0.9971693669641541
0,0.8112991994740427,-1.455505920376999,-1.4527603827952185
0,0.8727098022055328,-1.5498808747146302,-1.4727905842459754
0,0.6659882250669068,-1.2771262029941532,-1.2568080739187522
0,0.5887865481770524,-1.1947375683295078,-1.1782614421064574
0,0.8933522602993403,-1.5908980057014244,-1.6122841216233834
0,0.44858401875441445,-1.0711473949552495,-0.9132622206879024
0,0.2443835793760556,-0.8294323320109126,-0.8349162912518808
0,0.8141729643304512,-1.4594811980105702,-1.5386865085742198
0,0.6971493985840633,-1.3097637803874898,-1.3688658110961314
0,0.40960454104371957,-1.0219791745800295,-1.0827026264911972
0,0.005715084265157211,-0.5857472901963906,-0.6341808914459763
0,0.9540143640593324,-1.7796814255692777,-1.8868306684439502
0,0.6052525996207352,-1.210614205114945,-1.224188272114712
0,0.006546276598804135,-0.5865953970141522,-0.5025213628639511
0,0.49849348704896135,-1.1124481950627432,-1.0570644921976822
0,0.5986353460187746,-1.2041311791424407,-1.2747887224815222
0,0.30014745012654453,-0.8913847963531293,-0.8955622606303979
0,0.4617574961687403,-1.0816557603423078,-1.137170559566526
0,0.4955997811562337,-1.1099387694601277,-1.2303871584037385
0,0.5856591409297529,-1.1918171917040998,-1.152516197292997
0,0.8696379884568705,-1.5446931181761547,-1.3596880666060787
0,0.8322269591800283,-1.4854503551551634,-1.4686978647154496
0,0.7785630480046082,-1.4133100951815543,-1.4078352968883603
0,0.5484331076870916,-1.158234496827978,-1.07836664661025
0,0.6134519565059346,-1.2188439441767607,-1.2141912849458947
0,0.734269727131313,-1.3536050286878238,-1.3072105619983378
0,0.5663690914040016,-1.174445004586536,-1.1756231417950507
0,0.7752101347163012,-1.4086735540844952,-1.4300333752225887
0,0.9865456057635305,-1.891154695733239,-2.011078541996197
0,0.789205689695726,-1.4264035483076034,-1.4187872305287126
0,0.614335981666345,-1.2197444723439674,-1.3067122263385407
0,0.15828453925312613,-0.7423536076142456,-0.7060576782791541
0,0.47638631421351496,-1.0936466395951712,-1.058356102072336
0,0.28364917344606433,-0.8724283973375269,-0.8757829582994537
0,0.15381226525214176,-0.7379650468319351,-0.6920851347956652
0,0.7772204195291714,-1.4115635343424642,-1.2985182812642022
0,0.05896313339403003,-0.6408092620406061,-0.5776948716054424
0,0.07912250151506761,-0.6620932428628618,-0.6429072168486161
0,0.6642384626894174,-1.2750210718944035,-1.302231431093784
0,0.5233449810510065,-1.1346306646942417,-1.3849499569598123
0,0.44640688957974783,-1.069436188740172,-1.1830250478877649
0,0.3068304470352262,-0.8992236824776961,-0.8025897680679581
0,0.017285121383037283,-0.5975828439296017,-0.602507871271938
0,0.2935268414003157,-0.8837110688418877,-0.6798231662954072
0,0.267793965612215,-0.8547201491491107,-0.9185928499534143
0,0.03672560166771588,-0.6176239376385095,-0.5514850955857369
0,0.8040395779250156,-1.4456580276806086,-1.4761304918447071
0,0.3337995572945953,-0.9317840011980983,-0.7682981662472238
0,0.89188668456753,-1.586650589480914,-1.5122104070979945
0,0.8103532335210993,-1.4542069050553619,-1.4703646582017222
0,0.9641012075430367,-1.8134926996064267,-1.734697125129263
0,0.9577140638355018,-1.7920038175268762,-2.013658787630421
0,0.591165504928018,-1.1969790366878903,-1.2125749062184623
0,0.31150331937007514,-0.904761193382469,-0.8655494090657306
0,0.9184207302800608,-1.665856768769853,-1.6449741599087149
0,0.050650456231351226,-0.6321078989541795,-0.7407803699237666
0,0.22574268139336806,-0.8099808735563587,-1.0030009308012415
0,0.3627060986740449,-0.9647365977094456,-0.9869274449665197
0,0.41225570156048696,-1.0253668064883472,-0.9979312223929917
0,0.9446212956883407,-1.7488096299473823,-1.6989342548325927
0,0.5793825450262945,-1.1860449525169399,-1.2994206467153666
0,0.18676015112638134,-0.7705391694285586,-0.6084767310476618
0,0.5964846652939199,-1.2020540825953852,-1.407538710806198
0,0.9337562971862535,-1.7138433746964299,-1.7220737578364171
0,0.13413814035982696,-0.718758921082779,-0.801484286957304
0,0.9822835302866814,-1.8761509499200437,-1.9358549493297608
0,0.15387565322303187,-0.7380271844789625,-0.6694986027610702
0,0.8207281374584079,-1.4687119518557878,-1.5436114475630722
0,0.6775364747468368,-1.2888667407345338,-1.2886285415870664
0,0.4040892596862298,-1.014985991444403,-0.9466412525675368
0,0.21728704135130628,-0.8013280692600506,-0.9246506594506413
0,0.7735847352321291,-1.406349764028589,-1.2753594474598233
0,0.8476959291308404,-1.5090614831458045,-1.470781456815145
0,0.5296996198709953,-1.1404908146857917,-1.218916864931093
0,0.4095997195121094,-1.0219730291578104,-1.0546941792396307
0,0.018307946647702078,-0.5986323303203923,-0.6061404951917774
0,0.14865961285064577,-0.7329199258237137,-0.3937244377241492
0,0.8043351900625192,-1.4460535901255978,-1.4388216241838647
0,0.41977812359804045,-1.0350723955388488,-1.0054446973045397
0,0.3392175702741931,-0.9378355512473929,-1.2351048937626883
0,0.2971458504721979,-0.8878945087271493,-0.8970459895628593
0,0.7179859935634314,-1.3336727438330676,-1.3397242484286789
0,0.9978071813139916,-1.9313723293335887,-1.8766244411386215
1,0.2445561377953107,-0.8665391997014975,-0.7834451710455844
1,0.06383683930488737,-0.9271977095246716,-0.7695545783861206
1,0.42675419519208824,-0.6907847088544978,-0.6849248551598828
1,0.706041519720711,0.03212680110602366,0.0751556359132677
1,0.7181535785075814,0.0619118278349374,-0.12171367619039389
1,0.1934343349963744,-0.8887225010930212,-0.923450087906026
1,0.7400481010324286,0.11635853088057788,-0.040865572666749256
