task,cluster,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13,beta14,beta15,beta16,beta17,beta18,beta19,beta20,beta21,beta22,beta23,beta24,beta25,beta26,beta27,beta28,beta29,beta30
0.0,5.0,-1.1617444228929443,-0.06307527400562538,-1.6714407088352794,0.5460876656738491,-1.0934940676663436,-1.5821665196319017,-1.4871814015012137,1.3213021438872692,2.2346083324329458,0.7352048705428306,0.6247212320712476,2.8202762368990664,-0.257209093985777,0.2793893879389605,-0.6934071798028527,0.8549829738443022,-1.3608726132682076,1.3499822783868316,-1.8153907348596838,-1.7464710639398167,1.3633804452680514,-1.7892170468179618,1.0296949202424426,0.9560964264900615,0.3911622425323,0.5836232109674167,-0.06515873644049996,-0.15415213680692416,-0.4826432232269563,-0.5698092189984433,0.7839180609197106
1.0,1.0,-1.5253727019364394,-1.6251735625975612,0.10544811560973849,-0.5813471224820275,-1.8434545801888045,-0.17369752501990177,0.7085941914166652,0.3596745434439835,0.4775298924509287,-1.1408415719474454,1.8965433595630685,-0.1439945993878275,-1.2278917334040833,0.16942599487152715,-1.4155418755483382,0.5066582861258716,0.5975756470390794,-3.08384418179531,0.9474264080780513,0.16422896954041286,-1.9691495841063897,0.3106943543864543,-0.12119571843385067,-1.0799005555227712,-2.0373076750333143,-0.41701849740089936,-1.4941217413819556,1.2703551104627373,0.3964613566354535,-0.7131420609326626,1.2397451822825436
2.0,3.0,0.2104092161466446,-1.6330874274270926,0.8473636045103364,-0.259390812040114,-0.23618920806303328,0.2668381828146203,-0.03748468784586967,-0.08788826878814815,1.3493920702203104,0.39793244895266855,2.48044966710027,0.142886410686411,0.5429726784065032,-1.5734852828290715,0.8296648158049331,-0.7832349881813887,-1.042016849015177,0.17357586727089047,-0.3284954325111526,-0.03740418370992009,-2.3916745895182023,0.8861565034823486,0.7964576904589078,-0.22001571332626946,-0.2858610174495836,0.5938429445988407,0.23509472911711704,0.5754477393877772,-1.0640519000430158,-0.8555365878943841,-1.798946752933196
3.0,5.0,-1.1675777061486192,0.18999218326041456,-1.4993560336031633,0.8418759401164898,-1.3950049267913052,-1.4546360577471793,-1.8790575741163973,1.1730994031951085,2.175593674782737,0.26466725008996655,0.5290278869105629,2.6153983025040137,-0.3013792542754916,0.032185070827298864,-0.9386662340259324,1.3910238247130995,-1.291303809302619,0.8904891022362392,-1.9732885615424134,-1.4128068343966356,1.4387116894567396,-1.9033918935074101,1.08897172740085,0.855951612826142,0.5065303100067486,0.5956500386711975,-0.8221498333414923,-0.1410904957389,-0.13376715920238444,-0.7096816603067674,0.9263717712237965
4.0,1.0,-1.588728024160897,-1.558329546443939,0.13523843088134632,-0.5258685101376156,-1.7111755048877717,-0.393867426188656,0.49408647229846697,0.3759181458703097,0.3216262713389123,-1.202592557087886,2.145673662982006,-0.22374413824472758,-1.397973026221548,0.21386409392603348,-1.855319451384121,0.3040934507843156,0.12723449789462254,-3.2039461008087837,0.9907323782076094,-0.2763624482124802,-1.963780448021255,0.32978873202831893,-0.052924117443655744,-0.5400073095391478,-1.9754389656996456,-0.5415671615084787,-1.3093011141708575,1.0399302955871128,0.44005219556229525,-0.8735875186207757,1.4178263346946223
5.0,3.0,0.3364330275242849,-1.1132886516820957,0.6405138239441815,-0.5372450122549041,-0.21405551740644727,0.28426392077637974,0.3034009728378822,0.09235767615190124,1.6383453352610788,-0.01832556485871495,2.6696670954647637,0.29105433110473067,0.7552193758528938,-1.694453629957296,0.7332121737940567,-0.8047239750146035,-0.8895008742672555,0.3400984681083479,-0.44683001899300734,0.1955010961264238,-1.932584750731043,0.8433098212317481,0.6918021985576837,0.11744824867808883,-0.047344305496911654,0.4656365709755681,0.5094594151125695,0.13486672903258068,-0.784045912023152,-0.6888800949129147,-1.4390200624246328
6.0,5.0,-1.1584233402056474,0.3132060626680036,-1.5133361234867384,0.5195001671333145,-0.8673707953307839,-1.5615948290223312,-1.8268690004522292,1.3870313726920451,2.66113569383131,0.6198995641025135,1.1241395241521777,2.5190260935068296,-0.28612761243224505,-0.29692013624743985,-0.4772016157117955,1.4879895802227068,-1.507302614839313,1.1146260057902926,-1.7662379438398133,-1.629157414497273,1.7187146791758587,-1.3416814938226358,0.6767429612174125,1.0438727159515837,0.559833771742869,0.5476181160906513,-0.6136495760075452,-0.12294089966828355,0.1277764081099531,-0.36408191976931503,0.6158532099636438
7.0,3.0,0.41887275649956135,-1.662470062435522,0.1857702293263398,-0.04672901919805843,-0.5671633944031924,-0.15682139899338937,0.46653944777489964,-0.25845605550416695,1.5651477254188564,0.3504045652290913,2.4292532221000624,0.17974325262404797,0.7583998210757688,-1.6366115624990898,0.521471398283605,-0.9612448544171976,-0.6785736079550142,0.8191934125382427,-0.5961703530453953,-0.10804582932673691,-2.6090251531195645,0.76365799764434,0.7090746720679076,0.10546080565969133,-0.26435562989400907,0.1864828572284438,0.49285962219364154,0.691560433188265,-1.3097192121365002,-1.047913503463467,-2.004426427364833
8.0,2.0,-0.2641231596087593,-0.8781334270111515,-0.752187613376333,-0.44940149130976514,-1.5234842825300272,0.16108572986755468,1.4929622253985264,1.1405267952227593,-0.4158137490511541,0.55573512690541,-0.45839929014783387,0.30506841931565976,0.050894990522796016,-0.522544081941269,1.1347605082484327,2.3007335926437786,-1.2576613228775604,1.153203596004881,0.24580671133736498,0.3327310332492306,1.6191857618012526,-0.506022069047551,-0.8226484503862883,0.4227946124300721,1.1096079350428472,0.5184098278620856,1.2007252423778658,-0.18032682681942191,0.36307266953301637,-0.8153606945706422,1.5783737945962764
9.0,3.0,0.5382968154449607,-1.145692451946187,0.688720489494403,-0.04009466340162178,-0.3530436220757483,0.013942531834459981,0.2119992649336948,0.023343068199533024,1.380259641628254,0.20404651942295432,2.5482109995567845,0.46891065578329405,0.6257335969078609,-1.3201260727710182,0.5899920801469695,-0.7883586780288945,-0.9518219920842362,0.10314123293201882,0.04025250786175616,0.29373446257559094,-2.324844997968423,0.6578216047081465,0.6178692534763164,0.031982700415586006,-0.5010710398378834,0.30534901131572195,0.16218181357904227,0.4476191148868001,-0.9406440402035913,-1.0239461243795822,-1.7457981580177646
