task,x,f,y
0,0.05141672055968183,0.16802713096821362,0.14706134838478052
0,0.4317070541968506,0.1686996850898593,-0.004620196775908442
0,0.7077126929983011,0.24734813830801367,0.3050035612874792
0,0.9261740017230929,0.08444484340621532,0.09182344487065934
0,0.8990547238010203,0.1671001535236426,0.006844413010281825
0,0.32580342682838614,0.1164514990458133,0.17121169842994466
0,0.1817535202104753,0.13082267173208953,-0.06600947885475814
0,0.778992361332042,0.24415093968287227,0.2221954856521888
0,0.6394152095785097,0.23966192668333525,0.21472839354705037
0,0.551965956376099,0.22920379659903808,0.3290353102285084
0,0.5666365990093157,0.23192217896439135,0.22613942609767534
0,0.7608298117838729,0.24669052216366308,0.1482003828010153
0,0.6257876511335576,0.23760190337213155,0.23415423637435123
0,0.2855216530934329,0.12121134939224382,0.15926997533245113
0,0.23870121670285593,0.130460635077277,0.17791113215757293
0,0.42202483987194395,0.16235216557843463,0.10680175186598764
0,0.08590560466603359,0.1458551648677563,0.10656176621893018
0,0.7388421984526157,0.2480508059484831,0.1919209678303932
0,0.29650629513869764,0.11962049228185881,0.0944231241554223
0,0.3522855761453757,0.12412654602237426,0.18073718199351835
0,0.553078385601179,0.2299417372142966,0.1245649506661664
0,0.23766262516899972,0.1307113317121426,0.0948181144014496
0,0.1632252601131926,0.12992616520904984,0.1952553446502669
0,0.37347829830225054,0.1343963396216549,0.12745961791710728
0,0.869948251860614,0.2141963029858087,0.32618972814873226
0,0.4995241204420494,0.19901612788608128,0.38318080383170705
0,0.32862961845937366,0.11622847784684605,0.14670656271870433
0,0.585171775716137,0.23302695496533563,0.1511237988375463
0,0.04435064501955954,0.172747437223657,0.2603368553292328
0,0.9441585886609483,0.018866006106129388,0.001585372560359597
0,0.8952521258548634,0.17734736979350446,0.3023313913033552
0,0.881406476674362,0.20268920856945302,0.11045851887888494
0,0.35511471928007954,0.125432080949541,0.11236304695200947
0,0.5574108568059941,0.23163488612774924,0.36208953905160535
0,0.6492072404209912,0.2412556955216321,0.3017249204396338
0,0.7815633345963735,0.24431723409019948,0.22111287255025985
0,0.005337325101022028,0.19987216152794646,0.2180306679048242
0,0.712399595453859,0.24759080725182056,0.29398310052567045
0,0.03389200119684277,0.1798433391061356,0.15939165886626888
0,0.8280170845646445,0.23901381871313737,0.38529618404410226
0,0.7110707536410914,0.2475258236368422,0.29814075874670914
0,0.4934216238076634,0.19610603206445268,-0.002582424151685303
0,0.010197652673047619,0.19639598472917746,0.2525043140745882
0,0.5768948918082687,0.23244907817796934,0.26676065623076406
0,0.14225035190959134,0.12960937585961055,0.12622412333073266
0,0.1129647574122713,0.13047193842252272,0.12431628855254924
0,0.1930380803646513,0.13164136410768246,0.06052094118753447
0,0.7462691506909429,0.2478081767332064,0.569865019402404
0,0.21732170990873767,0.13407439007027427,0.12206322680566864
0,0.11669526418675502,0.13027469239897257,0.16457053767402072
0,0.7043511423739628,0.24715244297597724,0.4281774889514354
0,0.8438739273153483,0.23242251539307232,0.2935012172749172
0,0.48252545168936634,0.19123038362941502,0.15387454930615194
0,0.08970775917726714,0.14350013598540765,0.14327109859018103
0,0.8199254472241023,0.2412925558975907,0.2889646888641177
0,0.29937405924462657,0.119241314638048,0.18105658306395225
0,0.20145149881784752,0.1323821524343024,0.10890054049825712
0,0.5863623271393632,0.23312091732180504,0.022990368059673638
0,0.4824322980078882,0.19119047941091932,0.14244084765746004
0,0.8607447398502348,0.22180519170500557,-0.008469155504193249
0,0.7967192226466641,0.24445818766208288,0.3379431086139475
0,0.8227500889972253,0.24057368027742057,0.37729029462930697
0,0.7141070102663545,0.24766958749364051,0.12961206145896292
0,0.7581310274422407,0.24696926205849973,0.21787798178196635
0,0.577968613363707,0.23251648825723772,0.03858779331934695
0,0.9809513361664799,-0.14914384273750964,-0.08627329429904532
0,0.5636439195141311,0.23180928359048752,0.20955405023181875
0,0.11292022754383424,0.13047445012323944,0.15278520349779146
0,0.31371379448028713,0.11756982720412562,0.122734684549922
0,0.5822841182296553,0.2328102609028725,0.2827269876086299
0,0.6942569374096739,0.24647573221247876,0.1653509327514167
0,0.4695201783906964,0.18595269275599538,0.14601808677859865
0,0.46537082488385684,0.18439362286954838,0.2358914108577986
0,0.15673675724896263,0.12974747967161215,0.121055372540688
0,0.9165715047994182,0.11576244333890903,0.1717781048952935
0,0.7216555153655542,0.2479478524263965,0.23259015185957344
0,0.559510742621486,0.2316843938368839,0.2544432564112781
0,0.1833372964074661,0.13092531435882881,0.26115575993870044
0,0.7069626465670514,0.24730595376176656,0.23299464683369983
0,0.5846197333252071,0.2329842973473606,0.29444926765217105
0,0.46437851769067884,0.1840297502620926,0.179821192987447
0,0.3337883776080295,0.11607710908408607,0.19499084944667505
0,0.5594476915011447,0.2316827698473602,0.04994646869354771
0,0.09401192224519195,0.14085582589431556,0.08275005221439612
0,0.7904455261733655,0.24458384093493685,0.2815642998563362
0,0.5109192806813819,0.20479216905712566,0.1614008489031214
0,0.19013837707562342,0.13141169190414131,0.25211636506705803
0,0.6465382414781077,0.2408134627824459,0.3864850050065687
0,0.9331229456475576,0.06022864108512094,-0.0940400044013425
0,0.19811834436389164,0.13207551986873048,0.20988200223899234
0,0.9072867263520072,0.14385247425299202,0.24443877832555316
0,0.4064872430019192,0.15271252569004926,0.20402775845809135
0,0.5132636081558295,0.20603535778477852,0.28344697642046146
