,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
3,1,2,2,1,1,1,1,1,1,1,1,1,1,1
4,1,2,2,1,1,1,1,1,1,1,1,1,1,1
5,1,2,2,1,1,1,1,1,1,1,1,1,1,1
6,1,2,2,1,1,1,1,1,1,1,2,1,1,1
7,1,2,2,1,1,1,2,1,1,1,2,1,1,1
8,2,2,2,1,1,1,2,1,1,1,2,1,1,1
9,2,2,2,1,1,1,2,1,1,1,2,1,1,1
10,2,2,2,1,1,1,2,1,1,1,3,1,1,1
11,2,2,2,1,1,1,2,1,1,1,3,1,1,1
12,2,2,2,1,1,1,2,1,1,1,3,2,1,1
13,2,2,2,1,1,1,2,1,1,1,3,2,1,1
14,2,2,2,1,1,1,2,1,1,2,3,2,1,1
15,2,2,2,1,1,1,2,1,1,2,3,2,1,1
16,2,2,2,1,1,1,2,1,1,2,3,2,1,2
17,2,2,2,1,1,1,2,1,1,2,3,2,1,2
18,2,2,2,1,1,1,2,1,1,2,3,2,1,2
19,2,2,2,1,1,1,2,1,1,2,3,2,1,2
20,2,2,2,1,1,1,2,1,1,2,3,2,1,3
21,2,2,2,1,1,1,2,1,1,2,3,2,1,3
22,2,2,2,1,1,1,2,1,1,2,3,2,1,3
23,2,2,2,2,1,1,2,1,1,2,3,2,1,3
24,2,2,2,2,1,1,2,1,1,2,3,2,1,3
25,2,2,2,2,1,1,2,1,1,2,3,3,1,3
26,2,2,2,2,1,1,2,1,1,2,3,3,1,3
27,2,2,2,2,1,1,2,1,1,2,3,3,1,3
28,2,2,2,2,1,1,2,1,1,2,3,3,1,3
29,2,2,2,2,1,1,2,2,1,2,3,3,1,3
30,2,2,2,2,1,1,2,2,1,2,3,3,1,3
31,2,2,2,2,1,1,2,2,1,2,3,3,2,3
32,2,2,2,2,1,1,2,2,1,2,3,3,2,3
33,2,2,2,2,1,1,2,2,1,2,3,3,2,3
34,2,2,2,2,1,2,2,2,1,2,3,3,2,3
35,2,2,2,2,1,2,2,2,1,2,3,3,2,3
36,2,2,2,2,1,3,2,2,1,2,3,3,2,3
37,2,2,2,2,2,3,2,2,1,2,3,3,2,3
38,2,2,2,2,2,3,2,2,1,2,3,3,2,3
39,2,2,2,2,2,3,2,2,1,2,3,4,2,3
40,2,2,2,2,2,3,2,2,1,2,3,4,2,3
41,2,2,2,2,3,3,2,2,1,2,3,4,2,3
42,2,2,2,2,3,4,2,2,1,2,3,4,2,3
43,2,2,2,2,3,4,2,2,1,2,3,4,3,3
44,3,2,2,2,3,4,2,2,1,2,3,4,3,3
45,3,2,2,2,3,4,2,2,1,2,3,4,3,3
46,3,2,2,2,3,4,2,2,2,2,3,4,3,3
47,3,2,2,2,3,4,2,2,2,2,3,4,3,3
48,3,2,2,2,3,4,2,2,2,2,3,4,4,3
49,3,2,2,2,3,4,2,2,2,2,3,4,5,3
50,3,2,2,2,3,4,2,2,2,2,3,4,5,3
51,3,2,3,2,3,4,2,2,2,2,3,4,5,3
52,3,2,3,2,3,4,2,2,2,2,3,4,5,3
53,3,2,3,2,3,4,2,2,2,2,3,4,6,3
54,3,2,3,2,3,4,2,2,2,2,3,4,6,3
55,3,2,3,2,3,5,2,2,2,2,3,4,6,3
56,3,2,3,2,3,5,2,2,2,2,3,4,6,3
57,3,2,3,3,3,5,2,2,2,2,3,4,6,3
58,3,2,3,3,3,5,2,2,2,2,3,4,6,3
59,3,2,3,3,3,5,2,2,2,2,3,4,6,3
60,3,2,4,3,3,5,2,2,2,2,3,4,6,3
61,3,2,4,3,3,5,2,2,2,2,3,4,6,3
62,4,2,4,3,3,5,2,2,2,2,3,4,6,3
63,4,2,4,3,3,5,2,2,2,2,3,4,6,3
64,4,2,4,3,3,5,2,2,2,2,3,4,6,3
65,4,2,4,3,3,5,2,2,2,2,3,4,6,3
66,4,2,4,3,4,5,2,2,2,2,3,4,6,3
67,4,2,4,3,4,5,2,2,2,2,3,4,6,3
68,4,2,4,3,4,5,2,2,2,2,3,4,6,3
69,4,2,4,3,4,5,2,2,2,3,3,4,6,3
70,4,2,4,3,4,5,2,2,2,3,3,4,6,3
71,4,2,5,3,4,5,2,2,2,3,3,4,6,3
72,4,2,5,3,4,5,2,2,2,3,3,4,6,3
73,4,2,5,3,4,5,2,3,2,3,3,4,6,3
74,4,2,5,3,4,5,2,3,2,3,3,4,6,3
75,4,2,5,3,4,5,2,3,2,3,3,4,6,3
76,4,2,5,3,4,6,2,3,2,3,3,4,6,3
77,4,2,5,3,4,6,2,3,2,3,3,4,6,3
78,4,2,5,3,5,6,2,3,2,3,3,4,6,3
79,4,2,5,3,5,6,2,4,2,3,3,4,6,3
80,4,2,5,3,5,6,2,4,2,3,3,4,6,3
81,4,2,5,3,5,6,2,5,2,3,3,4,6,3
82,4,2,5,3,5,6,2,5,2,3,3,4,6,3
83,4,2,5,3,5,6,2,5,2,4,3,4,6,3
84,4,2,5,3,5,6,2,5,2,4,3,4,6,3
85,4,2,5,3,5,6,3,5,2,4,3,4,6,3
86,4,2,5,3,5,6,3,5,2,4,3,4,6,3
87,4,2,5,3,5,6,3,5,2,4,3,4,6,3
88,4,2,5,3,5,6,3,5,2,4,3,4,6,3
89,4,2,5,3,5,6,3,5,2,4,3,4,6,3
90,4,2,5,3,5,6,4,5,2,4,3,4,6,3
91,4,2,5,3,5,6,5,5,2,4,3,4,6,3
92,4,2,5,3,5,6,5,5,2,4,3,4,6,3
93,4,2,6,3,5,6,5,5,2,4,3,4,6,3
94,4,2,6,3,5,6,5,5,2,4,3,4,6,3
95,4,2,7,3,5,6,5,5,2,4,3,4,6,3
96,4,2,7,3,5,6,5,5,2,4,3,4,6,3
97,4,2,7,3,5,6,6,5,2,4,3,4,6,3
98,4,2,7,3,6,6,6,5,2,4,3,4,6,3
99,4,3,7,3,6,6,6,5,2,4,3,4,6,3
100,4,3,7,3,6,6,6,5,2,4,3,4,6,3
