index,task,x,f,y
0,0,0.2475930509655646,0.8611065183327602,0.8597448858646749
1,0,0.460821367560402,0.7121425708391763,0.7130676360442593
2,0,0.8481789042550354,0.33333569242752387,0.33209373484041194
3,0,0.6776674384180419,0.5432053178024169,0.5397665029403572
4,0,0.365033861524294,0.7804347242185872,0.7833311663884367
5,0,0.1333222242755661,0.9239394654242059,0.9211160200230423
6,0,0.4002595772309653,0.7548223037583851,0.7545254830860869
7,0,0.9329597633632757,0.16964288332056307,0.16695169281692485
8,0,0.6727678841899121,0.548126293285149,0.5466198218555162
9,0,0.4168108307051736,0.7422842683158032,0.7364472938185395
10,0,0.5674387785894259,0.6450717609306326,0.6398080441666265
11,0,0.03628251871339032,0.9790935770385006,0.9739094774698055
12,0,0.9978096249621616,0.005840136132384121,0.0006612104609464143
13,0,0.6181776235044161,0.6011573081413994,0.5996278175553418
14,0,0.7799185597917272,0.4263648038032651,0.42175494264646207
15,0,0.9330016374857031,0.16954281460415271,0.16131434993842508
16,0,0.33858094142412487,0.7987875776310704,0.7955080634628783
17,0,0.8120053749094946,0.3846652682448589,0.38313039982571556
18,0,0.8739054776460929,0.29404323445005803,0.294556972414273
19,0,0.665536135975538,0.5553085151638837,0.554196940469283
20,0,0.5877190894336842,0.6281192593638163,0.6268802044573054
21,0,0.8947124754593125,0.25795427296251194,0.2558039723859285
22,0,0.44639901457400444,0.7200880591119236,0.7226617449918052
23,0,0.24057090649231352,0.8655927326595685,0.8636817152437162
24,0,0.814902046362636,0.38072358063449924,0.37696345546088517
25,0,0.6969456932231476,0.5232536415834204,0.5199944842016092
26,0,0.4071088339278258,0.7496745705381237,0.7462995341568256
27,0,0.0,1.0,0.9968794541841901
28,0,0.9558581129867587,0.11382016366251473,0.10938550411714401
29,0,0.6043163907252318,0.6136589346953263,0.6116080389567721
30,0,0.0008378177148265397,0.9995203186468224,1.0
31,0,0.4967063080631997,0.6915469211736626,0.691344817903093
32,0,0.5976463914160498,0.6195355074429307,0.6159318572723474
33,0,0.2967792675067487,0.8282975682883457,0.8264338778345006
34,0,0.45967749693820514,0.7127793454586393,0.7095575261562475
35,0,0.4937895366250081,0.6932678096956221,0.6882880115110757
36,0,0.5845667538223004,0.6308050398451616,0.6301852574825203
37,0,0.8708091786655849,0.29889490994010637,0.30233902464900797
38,0,0.8330999484558813,0.3552889928707926,0.3541439956750599
39,0,0.779008285660609,0.42749526448569863,0.4260209599906672
40,0,0.5470439942383896,0.6603974420575498,0.6608704254439636
41,0,0.6125811041622101,0.6062525556848082,0.604699207945953
42,0,0.7343619055462486,0.481797799086056,0.4814180071090068
43,0,0.5651229445397417,0.6469594135203388,0.6452347366419173
44,0,0.7756286465139199,0.4317678271552461,0.42956310256289104
45,0,0.9886486591477134,0.030048530717549544,0.025293375031026487
46,0,0.7897357591711595,0.41398880339285826,0.4125769660564899
47,0,0.6134721758308989,0.6054456544060564,0.6014033448794445
48,0,0.15378557640144058,0.9133880989061188,0.9125970294201677
49,0,0.4744229203603762,0.7044801523401335,0.703728038868326
50,0,0.28014948411309254,0.8396755999782092,0.8378306574067417
51,0,0.14927765418908953,0.915718062451203,0.9151866392588577
52,0,0.7776549551790632,0.4291920467763222,0.43063976545090626
53,0,0.05367248593882485,0.9689648451406379,0.9688847709114774
54,0,0.07399254309985398,0.9570270935389501,0.9557573248279231
55,0,0.6637724263535236,0.5571075545330973,0.5547041165835404
56,0,0.5217558917419434,0.6763997651913902,0.667896879888464
57,0,0.4442045316412778,0.7212815410190485,0.7164792213863385
58,0,0.3035155341583645,0.8235999034425424,0.8244766285857773
59,0,0.011662261147223464,0.9933105717929862,0.991374224300559
60,0,0.29010588632981654,0.8329003436540462,0.8366880818558252
61,0,0.26416789542690744,0.8503297586206288,0.8468372303100806
62,0,0.03125770026271282,0.9820063520429734,0.9820043114477227
63,0,0.8046878873792318,0.3944919172678709,0.39205143793088765
64,0,0.33069961347881655,0.8041210039641257,0.8068201955910603
65,0,0.8932352177166392,0.2612411560480304,0.26169329944108216
66,0,0.8110518687221585,0.38595634427867137,0.38390748634774224
67,0,0.9660253580577653,0.0883275338353778,0.08895286098707719
68,0,0.9595873028343292,0.1045202467542015,0.0969775528500632
69,0,0.5901170086974725,0.6260634492040411,0.6239536884418326
70,0,0.30822565366112975,0.8202838233679789,0.8196015094200308
71,0,0.9199807646184454,0.2003032576016602,0.19931963653043772
72,0,0.04529354895564916,0.9738547087870809,0.9691058384616602
73,0,0.22178142309844476,0.877377509225589,0.8703676204142092
74,0,0.35983656705947464,0.7840974845440432,0.7817584133547226
75,0,0.4097811266763053,0.7476506396421021,0.7466714215599207
76,0,0.9463901730657241,0.13716900008815464,0.1369931059386702
77,0,0.5782401275724498,0.6361383578625882,0.6313688394149166
78,0,0.18248816556424238,0.8984585493987124,0.9010891425823221
79,0,0.5954785677520449,0.6214264030634193,0.6141590613620261
80,0,0.9354385703522188,0.16370642911795663,0.1619434521627717
81,0,0.1294467080996698,0.9259312703881322,0.9219025547019003
82,0,0.9843526109385528,0.04128023854276479,0.03815762153375623
83,0,0.14934154742146047,0.9156850626100251,0.9157689873289848
84,0,0.8215094703583077,0.37162258590139696,0.36798233168549765
85,0,0.6771764360185303,0.5437011860287824,0.5420477456604216
86,0,0.4015495906137262,0.753857094276276,0.753987360461819
87,0,0.21325838368787522,0.8822213991130775,0.8771035710488239
88,0,0.7739902910739289,0.4338422034926012,0.4357759930620008
89,0,0.8486922205814504,0.3325743536344671,0.33202143971357884
90,0,0.528161182983444,0.6724164198338097,0.6685849332896623
91,0,0.4071039739640941,0.7496782433779463,0.747063995098349
92,0,0.012693239286962086,0.9927178891572184,0.9907115489026972
93,0,0.1440839303233078,0.9183983459527403,0.9258351081690694
94,0,0.8049858558222655,0.39409543376824924,0.3926794647701722
95,0,0.4173635094610592,0.7418597398410942,0.740941915927096
96,0,0.33616081309497586,0.8004316589089684,0.7906138502199955
97,0,0.2937537422926325,0.8303905620817251,0.8283910695535058
98,0,0.7179483753746843,0.5004329488853784,0.4986223506084514
99,0,1.0,0.0,0.0
0,1,0.2382823274664925,0.05619653924394318,0.060086009011700775
1,1,0.04499089243505144,0.005140214393321906,0.011781562864064163
2,1,0.4331553945287256,0.1640844268313724,0.1649219412049116
3,1,0.7318719577024699,0.5565741666472986,0.5572564150293552
4,1,0.7448266185696567,0.5719012085577174,0.5647280651398202
5,1,0.18360412371657936,0.03758289442938499,0.03748603558326553
6,1,0.7682442818380883,0.5997708284126895,0.5934043365822215
7,1,1.0,1.0,1.0
8,1,0.5284963819820688,0.27729117070425474,0.2752748222552722
9,1,0.43667537622178526,0.1665504732234043,0.1714595004944653
10,1,0.0013524603671390362,0.0001635378252325235,0.002268698371150523
11,1,0.5193323171661295,0.2655203894701213,0.26603385363696547
12,1,0.7110375458162141,0.5320461322432328,0.5334932791698015
13,1,0.1245008314004469,0.01912404639680279,0.021111953313222822
14,1,0.6959145441824132,0.5143272996012141,0.5122896929418767
15,1,0.018759352397576173,0.002219187308084669,0.00892407508584288
16,1,0.43852710979840226,0.16784930798655606,0.1699039156649995
17,1,0.8904185324343014,0.7690481787148545,0.7633517847479563
18,1,0.42842179852020795,0.16077420702845333,0.160888215590238
19,1,0.07131537073200599,0.007849699228161502,0.007753830916657058
20,1,0.03735222349619436,0.004311973309788325,0.01000150468416432
21,1,0.08717035143181093,0.009370437080404522,0.008205295562346194
22,1,0.4957908567694515,0.23502967621427323,0.232104182205937
23,1,0.6983042885016328,0.5171228068669214,0.5117621498142607
24,1,0.0739312465601657,0.008106444086589247,0.011610183780992274
25,1,0.8668200934545713,0.7334383582486543,0.7379554346265172
26,1,0.8071930314077469,0.6466510775651162,0.6450229235715347
27,1,0.04213142486047725,0.004832349177052725,0.0034519603174644016
28,1,0.32156067393284893,0.0904878467394829,0.09745170310314705
29,1,0.3800893559086867,0.12738290215633427,0.12476013518510722
30,1,0.5139192813192757,0.25854208353881214,0.2637686252084184
31,1,0.4579812900535003,0.1852532050432926,0.18830069966098048
32,1,0.47658817666403613,0.20987748102354906,0.20800976411741526
33,1,0.08871220169592488,0.009513765832702218,0.013954832032398001
34,1,0.37646471214949884,0.12490939025519364,0.129246553980439
35,1,0.0,0.0,0.005252962460578792
36,1,0.4562404763390861,0.18293633178788662,0.17717660505014513
37,1,0.9319594120361878,0.8368638580450288,0.8345480683396408
38,1,0.8065702148738726,0.6458957646202997,0.6440124949707386
39,1,0.2432078744031194,0.058084037376770425,0.061129467874355504
40,1,0.7591491212363392,0.588920395339092,0.5905042483707956
41,1,0.3137743461009817,0.08704583165430764,0.08582904944024407
42,1,0.5073579729662886,0.2500575935281294,0.25354361683289556
43,1,0.030646938311146493,0.0035696920133984787,0.0024280958783414446
44,1,0.5997573879568328,0.37465650985139226,0.37693335387706156
45,1,0.27896639752579644,0.07228497127529128,0.07592494773696194
46,1,0.29045563941575464,0.07704832844599907,0.07639524908439668
47,1,0.11153641919610338,0.0150955015008007,0.013456270353824126
48,1,0.9320301230439136,0.8370294020618937,0.8393101475394934
49,1,0.4593799902343142,0.18711311184817989,0.19372711019602779
50,1,0.6728638291657641,0.48260317817114623,0.48411967255061117
51,1,0.842319367979944,0.6971650010318511,0.697037234719586
52,1,0.27936090175369116,0.07244683021389596,0.0767237111568559
53,1,0.26911330011493034,0.06828048702880488,0.06729003846535402
54,1,0.3892849494642171,0.1336775937813622,0.13943997989536783
