,losses,bandit_selects
0,0.09939361363649368,
1,0.09047001600265503,2.0
2,0.09067300707101822,3.0
3,0.09022171795368195,6.0
4,0.09603957831859589,13.0
5,0.09025884419679642,5.0
6,0.09038911759853363,1.0
7,0.09050165861845016,11.0
8,0.09031746536493301,5.0
9,0.09325501322746277,2.0
10,0.09084734320640564,8.0
11,0.09051878750324249,6.0
12,0.09176668524742126,6.0
13,0.09790870547294617,12.0
14,0.0902760922908783,5.0
15,0.09045915305614471,10.0
16,0.09033738821744919,5.0
17,0.0936189666390419,5.0
18,0.09277528524398804,7.0
19,0.09053470939397812,0.0
20,0.09098472446203232,8.0
21,0.09139350801706314,6.0
22,0.0921878069639206,14.0
23,0.09998951852321625,1.0
24,0.09106118232011795,7.0
25,0.090364009141922,8.0
26,0.09029088914394379,6.0
27,0.09077003598213196,7.0
28,0.0922461673617363,0.0
29,0.09050503373146057,0.0
30,0.09207489341497421,8.0
31,0.09171497076749802,2.0
32,0.09050693362951279,9.0
33,0.0943775400519371,9.0
34,0.09057667851448059,6.0
35,0.09233910590410233,2.0
36,0.09075072407722473,5.0
37,0.09026649594306946,5.0
38,0.09465493261814117,5.0
39,0.09246107935905457,13.0
40,0.0936175063252449,0.0
41,0.09096415340900421,5.0
42,0.09317838400602341,14.0
43,0.09177951514720917,13.0
44,0.09121386706829071,7.0
45,0.09032480418682098,9.0
46,0.09022253006696701,13.0
47,0.09028275310993195,9.0
48,0.090445376932621,6.0
49,0.09090527892112732,9.0
50,0.09129885584115982,7.0
51,0.09773112088441849,5.0
52,0.09102340787649155,7.0
53,0.09392321854829788,7.0
54,0.09122009575366974,7.0
55,0.09211680293083191,6.0
56,0.09175621718168259,13.0
57,0.09039438515901566,13.0
58,0.09337911009788513,7.0
59,0.1012539267539978,13.0
60,0.09085185825824738,5.0
61,0.09064359962940216,13.0
62,0.09311937540769577,13.0
63,0.0910416916012764,5.0
64,0.09160122275352478,7.0
65,0.09523510187864304,13.0
66,0.09023433923721313,2.0
67,0.09110584110021591,2.0
68,0.09051857143640518,2.0
69,0.0939592570066452,10.0
70,0.09086418896913528,2.0
71,0.09052658826112747,0.0
72,0.0923442542552948,0.0
73,0.09072501957416534,7.0
74,0.09171624481678009,5.0
75,0.09073127806186676,5.0
76,0.0902990996837616,5.0
77,0.09056465327739716,5.0
78,0.09033049643039703,13.0
79,0.09044770151376724,13.0
80,0.09114363044500351,5.0
81,0.09143789112567902,5.0
82,0.09400033950805664,11.0
83,0.09026727080345154,6.0
84,0.09045708924531937,5.0
85,0.09322278946638107,0.0
86,0.0902785211801529,13.0
87,0.0904565155506134,5.0
88,0.09387806802988052,8.0
89,0.09023894369602203,2.0
90,0.0902995839715004,6.0
91,0.09561854600906372,2.0
92,0.09072950482368469,2.0
93,0.09117747098207474,2.0
94,0.09149210900068283,2.0
95,0.09219169616699219,2.0
96,0.09181860089302063,11.0
97,0.09067651629447937,9.0
98,0.09285375475883484,7.0
99,0.09024146944284439,11.0
100,0.09164803475141525,13.0
