,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,1,100,1,1,1,1,1,1,1,1,1
3,1,1,1,1,100,1,1,1,100,1,1,1,1,1
4,1,1,1,1,100,1,1,1,100,1,1,1,1,1
5,1,1,1,1,100,1,1,1,100,1,1,1,1,1
6,1,1,1,1,100,1,1,1,100,1,1,1,1,2
7,1,1,1,1,100,1,1,1,100,1,1,100,1,2
8,1,1,1,1,100,1,1,1,100,1,1,100,1,2
9,1,1,1,1,100,1,1,1,100,1,1,100,1,2
10,1,1,1,1,100,1,1,1,100,1,1,100,1,2
11,1,1,1,1,100,100,1,1,100,1,1,100,1,2
12,1,1,1,1,100,100,1,1,100,1,1,100,1,2
13,2,1,1,1,100,100,1,1,100,1,1,100,1,2
14,2,1,1,100,100,100,1,1,100,1,1,100,1,2
15,2,1,1,100,100,100,1,1,100,1,1,100,1,2
16,2,1,1,100,100,100,1,2,100,1,1,100,1,2
17,2,1,1,100,100,100,1,2,100,1,1,100,1,2
18,2,100,1,100,100,100,1,2,100,1,1,100,1,2
19,2,100,1,100,100,100,1,2,100,1,1,100,1,2
20,2,100,100,100,100,100,1,2,100,1,1,100,1,2
21,2,100,100,100,100,100,1,2,100,1,1,100,1,2
22,2,100,100,100,100,100,1,2,100,1,1,100,100,2
23,2,100,100,100,100,100,1,2,100,1,1,100,100,2
24,2,100,100,100,100,100,1,2,100,1,1,100,100,2
25,2,100,100,100,100,100,1,2,100,1,2,100,100,2
26,2,100,100,100,100,100,1,2,100,1,2,100,100,2
27,2,100,100,100,100,100,1,2,100,1,2,100,100,2
28,2,100,100,100,100,100,1,2,100,100,2,100,100,2
29,2,100,100,100,100,100,1,2,100,100,2,100,100,2
30,2,100,100,100,100,100,1,2,100,100,2,100,100,2
31,2,100,100,100,100,100,1,2,100,100,2,100,100,2
32,2,100,100,100,100,100,1,2,100,100,2,100,100,2
33,2,100,100,100,100,100,1,2,100,100,2,100,100,2
34,2,100,100,100,100,100,1,2,100,100,2,100,100,2
35,2,100,100,100,100,100,1,2,100,100,3,100,100,2
36,2,100,100,100,100,100,1,2,100,100,4,100,100,2
37,2,100,100,100,100,100,2,2,100,100,4,100,100,2
38,2,100,100,100,100,100,2,2,100,100,4,100,100,2
39,2,100,100,100,100,100,2,2,100,100,4,100,100,2
40,2,100,100,100,100,100,2,2,100,100,4,100,100,100
41,2,100,100,100,100,100,2,2,100,100,4,100,100,100
42,2,100,100,100,100,100,3,2,100,100,4,100,100,100
43,2,100,100,100,100,100,100,2,100,100,4,100,100,100
44,2,100,100,100,100,100,100,2,100,100,4,100,100,100
45,2,100,100,100,100,100,100,2,100,100,4,100,100,100
46,100,100,100,100,100,100,100,2,100,100,4,100,100,100
47,100,100,100,100,100,100,100,2,100,100,4,100,100,100
48,100,100,100,100,100,100,100,2,100,100,4,100,100,100
49,100,100,100,100,100,100,100,2,100,100,5,100,100,100
50,100,100,100,100,100,100,100,2,100,100,5,100,100,100
51,100,100,100,100,100,100,100,2,100,100,6,100,100,100
52,100,100,100,100,100,100,100,2,100,100,100,100,100,100
53,100,100,100,100,100,100,100,2,100,100,100,100,100,100
54,100,100,100,100,100,100,100,100,100,100,100,100,100,100
55,100,100,100,100,100,100,100,100,100,100,100,100,100,100
56,100,100,100,100,100,100,100,100,100,100,100,100,100,100
57,100,100,100,100,100,100,100,100,100,100,100,101,100,100
58,100,100,100,100,100,100,100,100,100,100,100,101,100,100
59,100,100,100,100,100,100,100,100,100,100,100,101,100,100
60,100,100,100,100,100,100,100,100,100,100,100,101,100,100
61,100,100,100,100,100,100,100,101,100,100,100,101,100,100
62,100,100,100,100,100,100,100,101,100,100,101,101,100,100
63,100,100,100,100,100,100,100,102,100,100,101,101,100,100
64,100,100,100,100,100,100,100,102,100,100,101,101,100,100
65,100,100,100,100,100,100,100,102,100,100,101,101,100,100
66,100,100,100,100,100,100,100,102,100,100,101,101,100,100
67,100,100,100,100,100,100,100,100,100,100,101,101,100,100
68,100,100,100,100,100,100,100,100,100,100,101,101,100,100
69,100,100,100,100,100,100,100,100,100,100,101,101,100,100
70,100,100,100,100,100,100,100,100,100,100,101,101,100,100
71,100,100,100,100,100,100,100,100,100,100,101,101,100,100
72,101,100,100,100,100,100,100,100,100,100,101,101,100,100
73,101,100,100,100,100,101,100,100,100,100,101,101,100,100
74,101,100,100,100,100,100,100,100,100,100,101,101,100,100
75,101,100,100,100,100,100,100,100,100,100,101,101,100,100
76,101,100,100,100,100,100,100,100,100,100,101,101,100,100
77,101,100,100,100,101,100,100,100,100,100,101,101,100,100
78,101,100,100,100,101,100,100,100,100,100,101,101,100,100
79,101,100,100,100,102,100,100,100,100,100,101,101,100,100
80,101,100,100,100,103,100,100,100,100,100,101,101,100,100
81,101,100,100,100,100,100,100,100,100,100,101,101,100,100
82,101,100,100,100,100,100,100,100,100,100,101,101,100,100
83,101,100,100,100,100,100,100,100,100,100,102,101,100,100
84,101,100,100,100,100,100,100,100,100,100,102,101,100,100
85,101,100,100,100,100,100,100,100,100,100,102,101,100,100
86,101,100,100,100,100,100,100,100,100,100,103,101,100,100
87,101,100,100,100,100,100,100,100,100,100,103,101,100,100
88,101,100,100,100,100,100,100,100,100,100,103,101,100,100
89,101,100,100,100,100,100,100,100,100,101,103,101,100,100
90,101,100,100,100,100,100,100,100,100,101,100,101,100,100
91,101,100,100,100,100,100,100,100,100,101,100,101,100,100
92,101,100,100,100,100,100,100,100,100,101,100,101,100,100
93,101,100,101,100,100,100,100,100,100,101,100,101,100,100
94,102,100,101,100,100,100,100,100,100,101,100,101,100,100
95,102,100,101,100,100,100,100,100,100,101,100,101,100,100
96,102,100,101,100,100,100,100,100,100,101,100,101,100,100
97,103,100,101,100,100,100,100,100,100,101,100,101,100,100
98,103,100,101,100,100,100,100,100,100,101,100,101,100,100
99,103,100,101,100,100,100,100,100,100,101,100,101,100,100
100,103,100,101,100,100,100,100,101,100,101,100,101,100,100
