,losses,bandit_selects
0,0.0974244698882103,
1,0.09634806960821152,7.0
2,0.09340648353099823,14.0
3,0.09591653943061829,1.0
4,0.0938272699713707,9.0
5,0.09636357426643372,6.0
6,0.09724345803260803,12.0
7,0.09633374214172363,14.0
8,0.09381604939699173,4.0
9,0.0978468507528305,7.0
10,0.09477045387029648,8.0
11,0.09416565299034119,3.0
12,0.09470324218273163,3.0
13,0.09531062096357346,11.0
14,0.09596680849790573,10.0
15,0.09651375561952591,2.0
16,0.09369537979364395,8.0
17,0.09733555465936661,4.0
18,0.09410650283098221,9.0
19,0.10313504934310913,9.0
20,0.09325812011957169,13.0
21,0.093563973903656,8.0
22,0.09344477951526642,0.0
23,0.09323634207248688,8.0
24,0.09492599219083786,0.0
25,0.09555420279502869,13.0
26,0.10363476723432541,8.0
27,0.09326622635126114,0.0
28,0.09964247792959213,14.0
29,0.09378686547279358,3.0
30,0.102010078728199,0.0
31,0.09329347312450409,3.0
32,0.09341203421354294,3.0
33,0.09321223944425583,11.0
34,0.09758063405752182,3.0
35,0.09644334018230438,11.0
36,0.09325040131807327,11.0
37,0.09646449238061905,11.0
38,0.09336832165718079,12.0
39,0.09629416465759277,1.0
40,0.09549461305141449,12.0
41,0.09441784024238586,3.0
42,0.09367474913597107,12.0
43,0.09335029870271683,9.0
44,0.09350813180208206,12.0
45,0.10220353305339813,12.0
46,0.09320233017206192,1.0
47,0.09556491672992706,3.0
48,0.09473245590925217,14.0
49,0.10006778687238693,9.0
50,0.09357935190200806,14.0
51,0.09332312643527985,6.0
52,0.10119491815567017,14.0
53,0.09549576044082642,9.0
54,0.09503715485334396,7.0
55,0.09594286233186722,7.0
56,0.09391867369413376,3.0
57,0.09356394410133362,3.0
58,0.09378493577241898,11.0
59,0.10524154454469681,3.0
60,0.093473881483078,0.0
61,0.09325507283210754,9.0
62,0.10053606331348419,9.0
63,0.09918210655450821,1.0
64,0.09623351693153381,12.0
65,0.09538009762763977,10.0
66,0.09582987427711487,1.0
67,0.0933341532945633,0.0
68,0.09348619729280472,0.0
69,0.0937919169664383,7.0
70,0.09463468194007874,9.0
71,0.09356722235679626,3.0
72,0.0932372510433197,12.0
73,0.0938330739736557,3.0
74,0.09386391937732697,0.0
75,0.09704800695180893,10.0
76,0.09329588711261749,12.0
77,0.0931994840502739,12.0
78,0.10011281073093414,12.0
79,0.09320066124200821,0.0
80,0.09371183067560196,4.0
81,0.09331440925598145,6.0
82,0.09345247596502304,0.0
83,0.09363718330860138,3.0
84,0.09428169578313828,0.0
85,0.09460603445768356,0.0
86,0.09397846460342407,0.0
87,0.09428722411394119,3.0
88,0.09502210468053818,0.0
89,0.09359053522348404,0.0
90,0.09780488163232803,0.0
91,0.09526719152927399,3.0
92,0.09695202112197876,3.0
93,0.09596415609121323,10.0
94,0.09332898259162903,13.0
95,0.09881450980901718,10.0
96,0.09358226507902145,4.0
97,0.0964781641960144,1.0
98,0.09550899267196655,1.0
99,0.09329294413328171,6.0
100,0.09342216700315475,6.0
