,losses,bandit_selects
0,0.04869807557903019,
1,0.038393432727011054,9.0
2,0.037305081346922966,9.0
3,0.06476326160223317,8.0
4,0.04060680691960014,9.0
5,0.04398654080974879,7.0
6,0.045200444286895645,5.0
7,0.057954299411620655,13.0
8,0.04976253163238405,3.0
9,0.037299993390944565,9.0
10,0.04081597619279907,12.0
11,0.07371233898539668,1.0
12,0.038323475945250284,9.0
13,0.03837536915432711,4.0
14,0.03899774661400336,0.0
15,0.03765340496678831,9.0
16,0.0396819682769586,11.0
17,0.037341601858873426,9.0
18,0.06517673862019784,6.0
19,0.0380967979514496,9.0
20,0.0598644212564293,13.0
21,0.037537176174588974,9.0
22,0.03732412854356762,9.0
23,0.04046310922102313,9.0
24,0.0389927697399596,9.0
25,0.03738751138358547,9.0
26,0.053810405914893646,2.0
27,0.0671226055372576,6.0
28,0.03830113093622528,9.0
29,0.038878213742462295,11.0
30,0.0396586925309425,9.0
31,0.04022939637158499,9.0
32,0.03960444103363027,9.0
33,0.04236967498405638,3.0
34,0.052889884565337,3.0
35,0.03833048615251501,9.0
36,0.04250725678447616,12.0
37,0.04231087338070606,10.0
38,0.038350145698970314,9.0
39,0.03794973008558306,9.0
40,0.0379482965583833,9.0
41,0.05464791253223648,2.0
42,0.03741015179872746,9.0
43,0.04316662077136149,10.0
44,0.03844800945164407,9.0
45,0.03884880164982938,4.0
46,0.038194133265153016,9.0
47,0.03738261406685225,9.0
48,0.040237138480029515,9.0
49,0.039825063176877326,9.0
50,0.042418202825284676,10.0
51,0.07325592653968518,5.0
52,0.037488059496287765,9.0
53,0.037910801363017145,9.0
54,0.04128480690893273,9.0
55,0.03936775612904279,11.0
56,0.040453710521159356,0.0
57,0.04539557289392576,6.0
58,0.03758662250710775,9.0
59,0.0398274296098055,9.0
60,0.040983645813967615,9.0
61,0.03846814693708014,9.0
62,0.0428435447091951,3.0
63,0.03871523976792905,9.0
64,0.03759599491804068,9.0
65,0.03751341872033746,9.0
66,0.04068274646946064,9.0
67,0.03747379541029984,9.0
68,0.03947457220421845,9.0
69,0.037782213447423975,9.0
70,0.04057271914838374,9.0
71,0.03878477166861103,9.0
72,0.03841062185441246,9.0
73,0.03835829718987456,9.0
74,0.0374882024574708,9.0
75,0.03868605660668992,9.0
76,0.039569561599063816,9.0
77,0.03743788647375958,9.0
78,0.0420099602281718,9.0
79,0.04301760722771446,10.0
80,0.039193971077485734,9.0
81,0.04076292257778448,11.0
82,0.03795149764178608,9.0
83,0.03950011372282022,4.0
84,0.037465179214454275,9.0
85,0.06438790186793972,1.0
86,0.03851154286650304,9.0
87,0.03897558343874077,9.0
88,0.041239777590055544,9.0
89,0.040131459301137824,7.0
90,0.04141619371885389,7.0
91,0.03729437236751005,9.0
92,0.04050082844336032,9.0
93,0.037660751469060456,9.0
94,0.03879106895827571,11.0
95,0.037388537644053824,9.0
96,0.04084171337639226,0.0
97,0.05135885171921488,2.0
98,0.03751942150127434,9.0
99,0.06092619659512225,8.0
100,0.03745339454194076,9.0
