index,task,x,f,y
0,0,-1.695764229369271,0.14211377222169572,0.11777463955751319
1,0,-0.30295942703028583,0.46358918544054656,0.3273570119047933
2,0,0.7079050236082958,0.4235464069639962,0.4579242596117787
3,0,1.5080146582840341,-2.628272454245395,-2.637705177489088
4,0,1.4086909122277742,-1.4042474510140452,-1.5348977176380867
5,0,-0.6908290827566576,-0.05203435228924525,-0.02083316868230662
6,0,-1.2184086291390563,-0.1654781694656501,-0.3204582781467837
7,0,0.9689652073233128,-0.01798503827793233,-0.0434046659933341
8,0,0.4577670251349754,0.7344422934942244,0.70846246768715
9,0,0.13748610014705967,1.0499739726273158,1.1168871012158617
10,0,0.191216999161807,1.026112601413135,1.0149217433195894
11,0,0.9024452776909567,0.11048944092539564,0.02878863898932254
12,0,0.40785639852306255,0.7883870230301995,0.7784034932211317
13,0,-0.8383601739841936,-0.07031249567961534,-0.05149410734585185
14,0,-1.009838970273085,-0.05297871893946469,-0.027181673112567615
15,0,-0.33842031944905465,0.39983521324934124,0.3504990197025325
16,0,-1.569449466248128,-0.11575612465534288,-0.1542021805254122
17,0,0.821916137897027,0.251041229814217,0.20095237595417947
18,0,-0.798129169303395,-0.06816982352057856,-0.09609474747909091
19,0,-0.5938388059011006,0.02893530654883607,0.06168057203448015
20,0,0.1415603471891415,1.0569651152523218,0.9722386993443114
21,0,-1.0136427884300927,-0.05207291474077199,-0.08786727669434044
22,0,-1.2862679654405218,-0.21166813839914378,-0.1730042625908179
23,0,-0.5162209371732216,0.12546679233777702,0.11145923677033871
24,0,1.3020891127289176,-0.7165480471070595,-0.6444988660325439
25,0,-0.054580945664589535,0.7617721563229046,0.8903814665238733
26,0,-0.6804782194088522,-0.04971414510819481,-0.036453077674668044
27,0,0.2591016673903006,0.9500698077241383,0.8824579864555688
28,0,-1.7216435722698513,0.19787879825935942,0.25388665330484894
29,0,1.573882803854694,-3.52215692756584,-3.5517626673723104
30,0,1.3947639826891844,-1.2428706537039287,-1.162368711392336
31,0,1.344054603658525,-0.8680526982297077,-0.9472613248109018
32,0,-0.5834771327372504,0.04101345494561516,0.022289792930089265
33,0,0.15742792563203506,1.0648020711187873,1.1543789064436576
34,0,0.49363011808193397,0.6953550307221826,0.7324050490496504
35,0,0.9783813391376506,-0.029296613741141102,-0.05566388492396821
36,0,-1.8645289798951987,0.5241367261236656,0.5295445702736855
