,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
2,1,1,1,1,2,1,1,1,1,1,1,1,1,1
3,1,1,1,1,2,1,1,1,1,1,1,2,1,1
4,1,1,1,1,2,2,1,1,1,1,1,2,1,1
5,1,1,1,1,2,2,1,1,1,1,1,2,1,1
6,1,1,1,1,2,2,1,1,1,1,1,2,1,1
7,1,1,1,1,2,2,1,1,1,1,1,2,1,1
8,1,1,1,1,2,2,1,2,1,1,1,2,1,1
9,1,1,1,1,2,2,1,2,1,1,1,2,1,2
10,1,1,1,1,2,2,1,2,1,2,1,2,1,2
11,2,1,1,1,2,2,1,2,1,2,1,2,1,2
12,2,1,1,1,2,2,1,2,1,2,1,2,1,2
13,2,1,1,1,2,2,1,2,1,2,1,2,1,2
14,2,1,1,1,2,2,1,2,1,2,1,2,1,2
15,2,1,1,1,2,2,1,2,1,2,1,2,1,2
16,2,2,1,1,2,2,1,2,1,2,1,2,1,2
17,2,2,1,1,2,2,1,2,1,2,1,2,1,2
18,2,2,1,1,2,2,1,2,2,2,1,2,1,2
19,2,2,1,1,2,2,2,2,2,2,1,2,1,2
20,2,2,1,1,2,2,2,2,2,2,1,2,1,2
21,2,2,1,1,2,2,2,2,2,2,1,2,1,3
22,2,2,1,1,2,2,2,2,2,2,1,2,1,3
23,2,2,1,1,2,2,2,2,2,2,2,2,1,3
24,2,2,1,1,2,2,2,2,2,2,2,2,1,3
25,2,2,1,1,2,2,2,2,2,2,2,2,2,3
26,2,2,1,1,2,2,2,2,2,2,2,2,2,3
27,2,2,1,1,2,2,2,2,2,2,2,2,2,3
28,2,2,1,2,2,2,2,2,2,2,2,2,2,3
29,2,2,1,2,2,2,2,2,2,2,2,2,2,3
30,2,2,1,2,2,2,2,2,3,2,2,2,2,3
31,2,2,2,2,2,2,2,2,3,2,2,2,2,3
32,2,2,2,2,2,2,2,2,3,2,2,2,2,3
33,2,2,2,2,2,2,2,2,3,2,3,2,2,3
34,2,2,2,2,2,2,2,2,3,2,3,2,2,3
35,2,2,2,2,2,2,2,2,3,2,3,2,3,3
36,2,2,2,2,2,2,2,2,3,2,3,2,3,3
37,2,2,2,2,2,2,2,2,3,2,3,2,3,3
38,2,3,2,2,2,2,2,2,3,2,3,2,3,3
39,2,3,2,2,2,2,2,2,3,2,3,2,3,3
40,2,3,2,3,2,2,2,2,3,2,3,2,3,3
41,2,3,2,3,2,2,2,2,3,2,3,2,3,3
42,2,3,2,3,2,2,2,2,3,2,3,2,3,3
43,2,3,2,3,2,2,2,2,3,2,3,2,3,3
44,2,3,2,3,2,2,2,2,3,2,4,2,3,3
45,2,3,2,3,2,2,2,2,3,2,4,2,3,3
46,2,3,2,3,2,2,2,2,3,2,5,2,3,3
47,2,3,2,4,2,2,2,2,3,2,5,2,3,3
48,2,3,2,4,2,2,2,2,3,2,5,2,3,3
49,2,3,2,4,3,2,2,2,3,2,5,2,3,3
50,2,3,2,4,3,2,2,3,3,2,5,2,3,3
51,2,3,2,4,3,2,2,3,3,2,5,2,3,3
52,2,3,2,4,3,2,2,3,3,2,5,3,3,3
53,2,3,2,4,3,2,2,3,3,2,5,3,3,3
54,2,3,2,4,3,2,2,3,3,2,5,3,3,3
55,3,3,2,4,3,2,2,3,3,2,5,3,3,3
56,3,3,2,4,3,2,2,3,3,2,6,3,3,3
57,3,3,2,4,3,2,2,3,3,2,6,3,3,3
58,3,3,2,4,3,2,2,4,3,2,6,3,3,3
59,3,3,2,4,3,2,2,4,3,2,6,3,3,3
60,3,3,2,4,3,2,2,4,3,2,6,3,3,3
61,3,3,2,4,3,2,2,4,3,2,6,3,3,4
62,3,3,2,4,3,2,2,4,3,2,6,3,3,4
63,3,3,2,4,3,3,2,4,3,2,6,3,3,4
64,3,3,2,4,3,3,2,4,3,2,6,3,3,4
65,3,3,2,4,3,4,2,4,3,2,6,3,3,4
66,3,3,2,4,3,4,3,4,3,2,6,3,3,4
67,3,3,2,4,3,4,3,4,3,2,6,3,3,4
68,3,3,2,4,3,4,3,4,3,2,6,3,3,4
69,3,3,2,4,3,4,3,4,3,2,7,3,3,4
70,3,3,2,4,3,4,3,4,3,2,7,3,3,4
71,3,3,2,5,3,4,3,4,3,2,7,3,3,4
72,3,3,2,5,3,4,3,4,3,2,7,3,3,4
73,3,3,2,5,3,4,3,4,3,2,8,3,3,4
74,3,3,2,5,3,4,3,4,3,2,8,3,3,4
75,3,3,2,6,3,4,3,4,3,2,8,3,3,4
76,3,3,2,6,3,4,3,4,3,2,8,3,3,4
77,3,3,2,6,3,4,3,4,3,2,8,3,4,4
78,3,3,2,6,3,4,3,4,3,2,8,3,4,4
79,3,3,2,6,3,4,3,4,3,2,9,3,4,4
80,3,3,2,6,3,4,3,4,3,2,9,3,4,4
81,3,4,2,6,3,4,3,4,3,2,9,3,4,4
82,3,4,2,6,3,4,3,4,3,2,9,3,4,4
83,3,4,2,6,3,4,3,4,3,2,10,3,4,4
84,3,4,2,6,3,4,3,4,3,2,10,3,4,4
85,3,4,2,6,3,4,3,4,3,2,11,3,4,4
86,3,4,2,7,3,4,3,4,3,2,11,3,4,4
87,3,4,2,7,3,4,3,4,3,2,11,3,4,4
88,3,4,2,7,3,4,3,4,3,2,12,3,4,4
89,3,4,2,7,3,4,3,4,3,2,12,3,5,4
90,3,4,2,7,3,4,3,4,3,2,12,3,5,4
91,3,4,2,7,3,4,3,4,3,2,12,3,5,4
92,3,4,2,7,3,4,3,4,3,2,12,3,6,4
93,3,4,2,7,4,4,3,4,3,2,12,3,6,4
94,3,4,2,7,4,4,3,4,4,2,12,3,6,4
95,3,4,2,7,4,4,3,4,4,2,12,4,6,4
96,3,4,2,7,4,4,3,4,4,2,12,4,6,4
97,3,4,2,7,4,4,3,4,4,3,12,4,6,4
98,3,4,2,7,4,4,3,4,4,3,12,4,6,4
99,3,4,2,7,4,4,3,4,4,3,12,4,6,4
100,3,4,3,7,4,4,3,4,4,3,12,4,6,4
