task,cluster,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13,beta14,beta15,beta16,beta17,beta18,beta19,beta20,beta21,beta22,beta23,beta24,beta25,beta26,beta27,beta28,beta29,beta30
0.0,5.0,-0.9823415174883705,-2.079309914487374,-0.39483553026880014,-0.9148910926692343,0.2865299461265053,0.548900051668492,-0.8320446386614819,-0.15847488385679662,-0.8408157326414567,-0.5513653091405586,0.24078989101319503,0.524417675915434,-0.023311307647019025,1.0577167891761607,1.0832657324802386,0.17917449915204314,-0.13706865967639525,-0.7604222345663384,-1.4566229050577664,0.2956963747744461,-0.13111555464640537,2.1979225306377663,0.307833302169457,-1.1896715847436203,1.6535476009618755,-2.1657180143779002,-1.5951679187304872,0.6084048446646264,-0.5044161669267863,1.3567657862883966,-1.434979431405616
1.0,4.0,-1.7920377180582425,0.41794496020497335,-0.4195272164670879,-0.33043612033541075,0.5460094831226207,0.4290990890996099,0.28944703803438676,0.26744129341857115,1.3688960493299542,1.973399554992116,0.7733303970348637,-1.0171835776364524,-1.9851690620892353,2.1028597395837005,-1.945674446363435,0.931972889405897,1.0282198675503187,-0.1434219628475326,0.7808365136859866,-1.026555690095429,1.2358284420621768,-0.15157589020595513,0.35845294602135347,0.7027711615737704,-0.09637217140142587,2.366520598399138,0.24234407503291633,0.6288262823808943,-0.36323663983774107,-0.15750426010732227,1.2001092212034825
2.0,2.0,0.3910867570371576,-0.1487868873277753,1.2305219717533016,-2.3238012118619196,2.356602858180569,-0.9778960474625918,0.40933667150780173,0.7235800510160235,-1.2916192426855546,0.5472342712121905,0.8913827325617383,0.47522943796747813,-0.809833124662604,2.0256021510742017,0.27908194019718596,-1.0807393543712784,0.340094023995505,0.05912638834744324,0.4011299219240204,-3.477492676968391,1.4059165331568033,0.016572431735413506,0.17127892997167232,-0.3399712377183121,0.6892977235171796,0.9759016854365071,0.35597730449067433,1.4114011441027507,0.17062571707022478,-0.6327665955776398,-1.3859774370564646
3.0,0.0,0.24381225567572795,-1.113724956868654,1.597262043179172,-0.44940986057791443,-0.5091480671221857,0.8935389350215449,1.1282249052232047,-0.6466314423271036,-0.05710561914699285,-2.5533534220716176,1.086176164355786,1.0973553125336706,1.095546607985395,-2.0647639162930655,0.19348087633267574,-0.3463091614355066,0.38656645002190215,0.5753286914309481,1.4397098814395193,-1.5128461741639825,-0.5529875141875868,-0.5982530796702924,0.0849054730890024,0.587759387353941,1.5147151200287576,-0.47437506511845334,0.6180435952655592,-1.6321386531215236,-0.19535780015226162,0.9127625190541092,-0.60239496913902
4.0,3.0,-0.46031509255255343,0.4855375075003599,-0.12244146668719975,-0.23641746209556602,0.5372438898004188,-1.2780774227063973,-0.7262444465064436,0.5032772442706948,0.41380594875617305,0.6753905486317231,0.3576905510120778,0.5274788935639271,1.3573390821952969,-1.101826886096583,-0.324418995039486,1.272626988830812,-1.3149754210824458,0.8897125102522234,-1.7946785452916374,-0.2353963131306303,0.7434641014644601,-0.05710879366158059,-0.19930471370241853,0.6627875910165805,-1.6089296221207512,0.20291032025287387,0.17872877647663224,-0.2931929416086073,-0.48038181388600276,-0.8301247547745958,0.4332449989366179
5.0,1.0,0.20158716363802046,1.211788164114305,1.4654984117820036,1.1203039410597433,-0.06802398969979988,0.3253410261772022,-0.10706009534421432,0.9098252500220945,2.351345523538319,0.5724912724123672,-0.28939495522711556,-0.1947782563938611,-2.3285914107654455,0.36936463699044264,-1.113176081071217,-0.25905116822049984,0.038696213807685564,0.46809919504371167,0.2574119914705745,0.6616279607918886,-1.7906886928426728,-1.0435054421714554,-0.36346074126736017,-0.43706696390972993,-0.2809957694676105,0.6685688813503987,-0.056443340247693395,0.9358178663845753,1.4789887192756774,-0.935543487003341,-0.16969386467708425
6.0,2.0,0.024836693668871146,-0.11265218544439029,1.0805230035085884,-2.4255438761185477,1.9738333160975619,-1.0904101667575394,0.3771357179244729,0.7679908821395708,-0.7632939337214816,0.8022098834309717,0.9195782099299203,0.5368439012673223,-0.9232104632506627,2.0005447620091386,-0.02873027166564543,-1.1710060341622845,0.5424157429519233,-0.02005161165748745,0.3631464259272065,-3.5845230011768194,1.2196713075088377,0.25366452687493174,0.33562299824777564,-0.3930716865666508,0.9988038354960742,0.7704712563985819,0.5389347335879733,1.6755335556372213,0.18729784213382406,-0.234200401585943,-1.2238475574594103
7.0,3.0,-0.6817536165579956,0.6757435171301898,-0.13004355917833382,-0.22764615206867278,0.5988482573190754,-1.4321003219665493,-0.6939060782658435,0.14149976907525158,0.5449087110575198,0.5585475265216365,0.3327656376837421,0.43231937387707225,1.3009930769948657,-0.6914033351229106,-0.47992405927836557,1.130571392446617,-1.2111949208185095,0.6699817348396018,-1.7720430208034512,-0.1695298752374208,0.49922445136019444,-0.5159626438782978,0.1293041184640704,0.5619847253861588,-1.8525566928575143,0.38159699701665234,0.2866842477972293,-0.3852577201341636,-0.4977142308006181,-0.7263238214782616,0.5025629080113474
8.0,1.0,0.5110129184811072,0.9569370403089056,0.9519830341589915,1.065993818805955,-0.07831065880542473,-0.19339483686161946,-0.2496404618025907,1.3019049515441672,2.1328333518797353,-0.16845762400111813,-0.7200571396472008,-0.3634824213339052,-1.703121937870903,0.49923704000617963,-0.8491090377695507,-0.17930045307358056,-0.14910342741074065,0.8622784265918368,0.009418912115119304,0.9273828443573149,-1.607039659058586,-1.650331842367698,-0.1042979620141729,-0.5754050871440574,-0.020637861570683702,0.5636695560256996,0.41026811269066893,0.8782306520437451,1.5510819424529394,-0.9984224241651665,0.1643295537868612
9.0,3.0,-0.5236309622856534,0.5857771384713212,-0.357981730841033,-0.44393261529727684,0.44563233081361986,-1.412852117065642,-0.517793489677432,0.1379973830384977,0.5865101116540978,0.3609869677852542,-0.15992783941366034,0.629430943374141,1.5468767690399927,-0.8938833317076431,-0.7724535777021196,1.221718597400662,-1.3304524365078194,0.8424096089708686,-1.6868925275098607,-0.8657612003702839,0.5486127625156817,-0.09922366248849142,-0.017871949865949727,0.650907634514884,-1.8275730727834727,-0.0938269497802411,0.7409073132284724,-0.20264660328003595,-0.3991584365388488,-0.7535983017816195,0.43012583135356
