,losses,bandit_selects
0,0.48707979917526245,
1,0.4346016049385071,2.0
2,0.38552621006965637,3.0
3,0.33650654554367065,3.0
4,0.28485751152038574,3.0
5,0.23177939653396606,11.0
6,0.1781156212091446,3.0
7,0.12848664820194244,1.0
8,0.09020331501960754,12.0
9,0.07165686041116714,11.0
10,0.07032676041126251,7.0
11,0.07099833339452744,2.0
12,0.07206358760595322,11.0
13,0.07073796540498734,12.0
14,0.07522191852331161,14.0
15,0.06894364207983017,4.0
16,0.07321508228778839,3.0
17,0.06886431574821472,10.0
18,0.07123487442731857,1.0
19,0.06882384419441223,12.0
20,0.06885507702827454,9.0
21,0.06894872337579727,6.0
22,0.06875673681497574,12.0
23,0.07122836261987686,10.0
24,0.06899917870759964,11.0
25,0.07234025001525879,10.0
26,0.06905052065849304,11.0
27,0.06874600052833557,12.0
28,0.0706753358244896,4.0
29,0.06989739090204239,3.0
30,0.06931441277265549,2.0
31,0.07356571406126022,12.0
32,0.06904543191194534,7.0
33,0.06964414566755295,11.0
34,0.07006092369556427,3.0
35,0.06879819184541702,5.0
36,0.07235445082187653,8.0
37,0.06926796585321426,2.0
38,0.06965003162622452,5.0
39,0.07055334001779556,8.0
40,0.06885810196399689,2.0
41,0.07153434306383133,7.0
42,0.0688047707080841,1.0
43,0.07523179799318314,12.0
44,0.06963369250297546,7.0
45,0.07472803443670273,13.0
46,0.06881963461637497,11.0
47,0.06920043379068375,2.0
48,0.06940243393182755,9.0
49,0.06977766752243042,2.0
50,0.06914056092500687,10.0
51,0.06872617453336716,14.0
52,0.06876494735479355,3.0
53,0.06927525252103806,1.0
54,0.07447300851345062,14.0
55,0.07226845622062683,13.0
56,0.06876630336046219,4.0
57,0.06878818571567535,4.0
58,0.06946800649166107,12.0
59,0.06904250383377075,11.0
60,0.06958124041557312,10.0
61,0.07419997453689575,5.0
62,0.07213855534791946,11.0
63,0.07194031774997711,12.0
64,0.07051920890808105,11.0
65,0.06945037841796875,7.0
66,0.07003062963485718,12.0
67,0.06944327801465988,11.0
68,0.06883934140205383,7.0
69,0.06872300803661346,7.0
70,0.0689762681722641,11.0
71,0.07516514509916306,13.0
72,0.06954118609428406,7.0
73,0.06898566335439682,7.0
74,0.06872290372848511,11.0
75,0.0688692107796669,7.0
76,0.06974531710147858,7.0
77,0.07075367122888565,4.0
78,0.07179758697748184,13.0
79,0.07174524664878845,7.0
80,0.06877821683883667,6.0
81,0.06879355758428574,6.0
82,0.06893479079008102,7.0
83,0.06930287182331085,11.0
84,0.06893758475780487,11.0
85,0.06874249130487442,3.0
86,0.07651769369840622,7.0
87,0.07523223757743835,2.0
88,0.06984822452068329,11.0
89,0.06921102851629257,11.0
90,0.07407607138156891,3.0
91,0.06900226324796677,14.0
92,0.06921620666980743,9.0
93,0.06876256316900253,11.0
94,0.07075411826372147,12.0
95,0.07069993764162064,11.0
96,0.07344624400138855,2.0
97,0.07222231477499008,1.0
98,0.07154759764671326,11.0
99,0.07189485430717468,11.0
100,0.07075903564691544,2.0
