task,x,f,y
0,0.25135019341230314,-1.5011089925064864,-1.4864241713453752
0,0.4628923211730681,-2.022377776434576,-1.9252660072214522
0,0.8471866720601178,-3.1592577213982564,-3.1463303735431993
0,0.6780235943470242,-2.545449798236065,-2.610931506658636
0,0.36786229343862786,-1.7842260300544204,-1.6137565769439586
0,0.13798300932991858,-1.2710920463522213,-1.3094783943351709
0,0.4028094476041054,-1.8741666593826036,-1.821530397968739
0,0.9312970923624136,-3.663630482676823,-3.7059562230777146
0,0.6731627853182345,-2.5312295664136366,-2.5255302265587636
0,0.41922981537211956,-1.918329787273627,-2.069755863396621
0,0.56866661206277,-2.2412092722699444,-2.372670571430946
0,0.04171068434173819,-1.069824275734618,-1.1944550202950452
0,0.9956341275493791,-4.186908731944482,-4.322712902820563
0,0.6190042191163182,-2.371808341747895,-2.3663370673669597
0,0.7794661237762386,-2.890172131562069,-3.0001206835524403
0,0.9313386353483447,-3.663948830792026,-3.910085689566864
0,0.3416185604633858,-1.720019133358738,-1.7766532565420599
0,0.8112991994740427,-3.009871725933159,-3.007126188351378
0,0.8727098022055328,-3.2747774140236054,-3.1976871235549504
0,0.6659882250669068,-2.5104141979287506,-2.4900960688533496
0,0.5887865481770524,-2.2913571579472376,-2.274881031724187
0,0.8933522602993403,-3.3835253152463576,-3.4049114311683164
0,0.44858401875441445,-1.9961657587826052,-1.838280584515258
0,0.2443835793760556,-1.4853894653824922,-1.4908734246234603
0,0.8141729643304512,-3.0212712161171003,-3.10047652668075
0,0.6971493985840633,-2.603411195400545,-2.6625132261091866
0,0.40960454104371957,-1.892288360690125,-1.9530118126012928
0,0.005715084265157211,-0.9942380158355436,-1.0426716170851293
0,0.9540143640593324,-3.841501618808333,-3.9486508616830056
0,0.6052525996207352,-2.334401920321269,-2.347975987321036
0,0.006546276598804135,-0.9959704321579449,-0.9118963980077439
0,0.49849348704896135,-2.090565350221159,-2.035181647356098
0,0.5986353460187746,-2.3168795869498364,-2.387537130288918
0,0.30014745012654453,-1.616306762246106,-1.6204842265233745
0,0.4617574961687403,-2.0202750431288603,-2.0757898423530783
0,0.4955997811562337,-2.084855342017135,-2.205303730960746
0,0.5856591409297529,-2.2833892264075017,-2.2440882319963986
0,0.8696379884568705,-3.260466985059515,-3.075461933489439
0,0.8322269591800283,-3.095129975321439,-3.078377484881725
0,0.7785630480046082,-2.886952538201074,-2.8814777399078797
0,0.5484331076870916,-2.194265654953461,-2.1143978047357326
0,0.6134519565059346,-2.35654164391868,-2.351888984687814
0,0.734269727131313,-2.725228030922256,-2.67883356423277
0,0.5663690914040016,-2.2356469464137017,-2.2368250836222163
0,0.7752101347163012,-2.8742858181533477,-2.895645639291441
0,0.9865456057635305,-4.109339285103554,-4.229263131366513
0,0.789205689695726,-2.925513356423403,-2.917897038644512
0,0.614335981666345,-2.358957413812886,-2.445925167807459
0,0.15828453925312613,-1.310333744255616,-1.2740378149205245
0,0.47638631421351496,-2.0477069681490754,-2.0124164306262404
0,0.28364917344606433,-1.5763134719660847,-1.5796680329280117
0,0.15381226525214176,-1.3016639733704196,-1.2557840613341498
0,0.7772204195291714,-2.8820119278999337,-2.7689666748216717
0,0.05896313339403003,-1.1065043981308655,-1.043390007695702
0,0.07912250151506761,-1.1497867145888745,-1.1306006885746287
0,0.6642384626894174,-2.5049358593235165,-2.532146218522897
0,0.5233449810510065,-2.1409141710062087,-2.3912334632717793
0,0.44640688957974783,-1.9922333294485361,-2.1058221885961292
0,0.3068304470352262,-1.6328305319959813,-1.5361966175862434
0,0.017285121383037283,-1.0184053337406924,-1.0233303610830287
0,0.2935268414003157,-1.6001232206867015,-1.396235318140221
0,0.267793965612215,-1.5389044865655228,-1.6027771873698264
0,0.03672560166771588,-1.0592832859636634,-0.9931444439108907
0,0.8040395779250156,-2.981511940982259,-3.011984405146358
0,0.3337995572945953,-1.7013998157860106,-1.537913980835136
