,losses,bandit_selects
0,0.0050830714749686414,
1,0.014072478827831853,3.0
2,0.008363909910971815,14.0
3,0.004993674329257541,13.0
4,0.0186097350452639,9.0
5,0.01105219579373311,7.0
6,0.005724708406318167,7.0
7,0.004791313079752888,5.0
8,0.005334605519815194,13.0
9,0.006395899410664041,14.0
10,0.007586035556447957,14.0
11,0.009517371598705842,7.0
12,0.004904560656087022,1.0
13,0.011906861798159054,0.0
14,0.00504288340864741,1.0
15,0.004811336750484056,5.0
16,0.004998304323361678,6.0
17,0.0047718699095642605,5.0
18,0.007827684561276315,4.0
19,0.009363343791274058,10.0
20,0.0047757269523600225,5.0
21,0.01692441292860098,11.0
22,0.004768642837564745,5.0
23,0.0048023302606741035,5.0
24,0.004774195729444351,5.0
25,0.005235480921065777,13.0
26,0.004765276977071938,5.0
27,0.00647861486928612,13.0
28,0.004896249229550185,1.0
29,0.0061451271592195406,2.0
30,0.004778619737550444,1.0
31,0.004799132628932524,1.0
32,0.0052903328328887805,6.0
33,0.004778187759799197,5.0
34,0.004809351493845519,5.0
35,0.006401349611782198,3.0
36,0.004803605336790084,1.0
37,0.004793828968833897,1.0
38,0.005349362028965164,12.0
39,0.004826235450414924,5.0
40,0.004779018678418784,5.0
41,0.0047869312347295365,5.0
42,0.0047693619968464844,5.0
43,0.004794725927665252,5.0
44,0.007888122456587304,14.0
45,0.004848222855601683,1.0
46,0.004823390767245637,5.0
47,0.0048485838571871,1.0
48,0.005329566917549689,12.0
49,0.004871991628682391,5.0
50,0.004813910293468426,5.0
51,0.0047903565308901426,5.0
52,0.004840299677007271,1.0
53,0.004857552613662258,5.0
54,0.004823490688808832,5.0
55,0.004788345863540392,5.0
56,0.004762701983733511,5.0
57,0.004986424503411966,1.0
58,0.004823570173392987,5.0
59,0.0047621092196944775,5.0
60,0.004795773241517647,5.0
61,0.004776456924877198,5.0
62,0.004798544410778907,5.0
63,0.0049562459464505895,1.0
64,0.004937885671520373,5.0
65,0.004764220131507918,5.0
66,0.007631223471394101,3.0
67,0.004786506650094469,5.0
68,0.004766810378132027,5.0
69,0.004762183537817804,5.0
70,0.004776797584553196,5.0
71,0.0048109481570795315,5.0
72,0.004780963020640703,5.0
73,0.004868615475373569,5.0
74,0.004782094310889017,5.0
75,0.004803530995632986,5.0
76,0.005743217112570659,2.0
77,0.005281801598351737,6.0
78,0.00502856922158576,1.0
79,0.004803760090954063,1.0
80,0.005729584756766106,12.0
81,0.004869063626463106,1.0
82,0.004797983490435414,5.0
83,0.00494964014003277,12.0
84,0.004824039323645571,5.0
85,0.0048776328256436895,5.0
86,0.004824990198570209,5.0
87,0.005292488980764463,2.0
88,0.004768805099074272,5.0
89,0.004834575267096788,5.0
90,0.004801320170027809,5.0
91,0.004782942108086375,5.0
92,0.004954760336232074,1.0
93,0.004777161829416259,5.0
94,0.004761046165802555,5.0
95,0.004762274992836625,5.0
96,0.004778867428784141,5.0
97,0.0049084238682096885,1.0
98,0.0047753269509887685,5.0
99,0.004831825920768482,5.0
100,0.004769158001463614,5.0
